service;origin;destiny;color_id;stopsI;stopsR;scheduleI;scheduleR
G15;(M) La Cisterna;Santo TomÃ¡s;5;PG212-PG9-PG10-PG11-PG12-PG13-PG14-PG15-PG1235-PG1236-PG1237-PG1238-PG635-PG636-PG1239-PG1240-PG1241-PG1242-PG1243-PG1244-PG1245-PG1246-PG1247-PG1248-PG140-PG825-PG826-PG827-PG1249-PG1686-PG830-PG1717-PE1330-PE1269-PE1267;PE708-PE709-PE710-PG1251-PG833-PG1252-PG1253-PG1685-PG1610-PG1256-PE833-PE834-PG1617-PG1258-PG1663-PG1259-PG1260-PG1261-PG1262-PG1263-PG1264-PG1265-PG1266-PG1267-PG1268-PG1269-PG1270-PG1271-PG1272-PG1273-PG1274-PG54-PG55-PG56-PG57-PG58-PG59-PG60-PG1573-PG212;;Sábado-00:00-23:59/Lunes a Viernes-00:00-23:59/Domingo y Festivos-00:00-23:59/Domingo y Festivos-00:00-23:59/Sábado-00:00-23:59/Lunes a Viernes-00:00-23:59
G16;(M) La Cisterna;Lo Blanco;5;PG204-PG290-PG291-PG292-PG321-PG322-PG814-PG815-PG816-PG817-PG1171-PG1672-PG567-PG568-PG1269-PG1673-PG572-PG573-PG574-PG575-PG1276-PG1277-PG353-PG354-PG355-PG356-PG996-PG997-PG998-PG999-PG1756;PG1347-PG1348-PG1280-PG1281-PG887-PG1000-PG1001-PG1002-PG1282-PG375-PG376-PG377-PG378-PG1283-PG1284-PG630-PG631-PG632-PG633-PG634-PG635-PG636-PG637-PG638-PG1285-PG1286-PG848-PG849-PG850-PG323-PG324-PG325-PG326-PG59-PG60-PG1573;Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30/Domingo y Festivos-05:30-00:30;Lunes a Viernes-05:30-00:30/Domingo y Festivos-05:30-00:30/Sábado-05:30-00:30
G18;Santo Tomas;(M) Lo Ovalle;5;PE708-PE709-PE710-PG1916-PG1252-PG1253-PG1685-PG1610-PG1256-PE833-PE835-PE836-PG1627-PG836-PG837-PG1708-PG839-PG840-PG841-PG842-PG843-PG844-PG1299-PG1300-PG1301-PG1302-PG1303-PG1304-PG1305-PG1676-PG1675-PG1744-PG1306-PG1307-PG263-PG61-PG388-PG1584-PG62-PG466-PG467-PG468-PG469-PG1308-PG1309-PG1310-PG1311-PG1312-PG1313-PG1314-PG1315-PE115-PG1316-PG1317-PG1318-PG1319-PG1716-PG1320-PG487-PG488-PG1321-PG1322-PG1323-PG64-PG65-PG66-PG444-PG445-PG1585;PG1585-PG425-PG426-PG453-PG1457-PG659-PG660-PG1324-PG1325-PG472-PG473-PG1326-PG1327-PG1328-PG1329-PG1330-PG1331-PG115-PG1332-PG1333-PG1334-PG1335-PG1336-PG1337-PG1338-PG1339-PG1340-PG491-PG492-PG493-PG7-PG1586-PG8-PG204-PG290-PG291-PG292-PG293-PG294-PG394-PG1468-PG1341-PG1342-PG1343-PG1344-PG1345-PG821-PG822-PG823-PG106-PG107-PG108-PG109-PG110-PG824-PG825-PG826-PG827-PG1249-PG1686-PG1687-PG830-PG1717-PG1917-PG1915-PG277-PE1330-PE1269-PE1267;Sábado-05:30-23:45/Lunes a Viernes-05:30-23:45/Domingo y Festivos-05:30-23:40;Lunes a Viernes-05:30-23:45/Sábado-05:30-23:45/Domingo y Festivos-05:30-23:40
G22;Villa EspaÃ±a;(M) La Cisterna;5;PG1788-PG1789-PG1785-PG756-PG1933-PG1784-PG1401-PG1402-PG80-PG1029-PG1030-PG1031-PG1032-PG1033-PG1403-PG1037-PG1038-PG1039-PG1040-PG1404-PG1405-PG1804-PG1406-PG1712-PG1407-PG1408-PG1409-PG1410-PG1411-PG1412-PG1413-PG1414-PG57-PG58-PG59-PG60-PG1573;PG204-PG10-PG11-PG1416-PG1417-PG1418-PG1419-PG1420-PG1421-PG1459-PG1458-PG1422-PG1423-PG1805-PG1424-PG1425-PG1060-PG1061-PG1062-PG1426-PG1066-PG1067-PG1068-PG1069-PG1070-PG1427-PG1384-PG762-PG800-PG801-PG802-PG803-PG804-PG1787;Sábado-00:00-23:59/Lunes a Viernes-00:00-23:59/Domingo y Festivos-00:00-23:59;Domingo y Festivos-00:00-23:59/Lunes a Viernes-00:00-23:59/Sábado-00:00-23:59
H02;(M) Carlos Valdovinos;(M) Lo Vial ;6;PH212-PH213-PH388-PH389-PH390-PH435-PH436-PH437-PH438-PH439-PH440-PH1524-PH1525-PH441-PH442-PH443-PH792-PH118-PH1485-PH1484-PH1482-PH1483-PH276;PH449-PH450-PH451-PH452-PH129-PH130-PH131-PH453-PH454-PH455-PH456-PH457-PH458-PH459-PH460-PH409-PH461-PH462-PH463-PD198;;Domingo y Festivos-06:30-00:30/Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30/Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30/Domingo y Festivos-06:30-00:30
H03;(M) Lo Ovalle;Mall Plaza Oeste;6;PG1587-PH250-PH464-PH251-PH252-PH253-PH254-PH255-PH349-PH465-PH1501-PH466-PH58-PH59-PH60-PH61-PH62-PH63-PH64-PH65-PH66-PH67-PH356-PH68-PH311-PH312-PH313-PH803-PH237-PH314-PH72-PH1507-PI1246-PI1245-PI1244-PI983-PI984-PI640-PI641-PI356-PI642;PI643-PI981-PI1247-PI1328-PG1461-PG1462-PH472-PG421-PG422-PH315-PH316-PH317-PH473-PH474-PH475-PH1513-PH76-PH77-PH78-PH79-PH80-PH81-PH82-PH83-PH84-PH85-PH86-PH477-PH478-PH479-PH366-PH257-PH258-PH259-PG274-PG289-PG278-PG445-PG1674;Lunes a Viernes-05:30-00:30/Domingo y Festivos-05:30-00:30/Sábado-05:30-00:30;Domingo y Festivos-05:30-00:30/Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30
H04;(M) Carlos Valdovinos ;La Victoria;6;PD200-PH480-PH481-PH482-PH181-PH432-PH433-PH1541-PH483-PH484-PH485-PH486-PH487-PH103-PH104-PH1473-PH105-PH106-PH107-PA659-PH488-PH489-PH490-PH491-PH296-PH492-PH493;PH495-PH496-PH97-PH1472-PH98-PH99-PH100-PH101-PH102-PH497-PH498-PH499-PH500-PH501-PH502-PH503-PH407-PH408-PH504-PH427;;Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30/Domingo y Festivos-06:30-00:30/Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30/Domingo y Festivos-06:00-00:30
H05;(M) Carlos Valdovinos;Pobl. Davila;6;PD200-PH212-PH213-PH214-PH215-PH505-PH506-PH507-PH393-PH508-PH509-PH510-PH511-PH441-PH442-PH443-PH448-PH792-PH118-PH260-PH120-PH121-PH513-PH514-PH1446-PH515-PH516-PH225-PH252-PH253-PH517-PH518;PH619-PH535-PH536-PH258-PH259-PG274-PH1444-PH537-PH238-PH539-PH540-PH541-PH126-PH127-PH128-PH542-PH543-PH544-PH1519-PH1489-PH545-PH546-PH547-PH548-PH421-PH549-PH550-PH551-PH552-PH553-PD197-PD198;Domingo y Festivos-05:30-00:30/Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30;Lunes a Viernes-05:30-00:30/Domingo y Festivos-06:00-00:30/Sábado-05:30-00:30
H05c;Pobl. Davila;(M) Departamental;6;PH1530-PH532-PH533-PH370-PH371-PH372-PH1518-PH7-PH8-PH9-PH10;PH1477-PH34-PH35-PH36-PH37-PH38-PH1517-PH344-PH345-PH346-PH347-PH1526-PH522-PH523;Domingo y Festivos-05:30-23:30/Lunes a Viernes-05:30-23:30/Sábado-05:30-23:30;Domingo y Festivos-05:30-23:30/Lunes a Viernes-05:30-23:30/Sábado-05:30-23:30
H06;Pobl. Las Turbinas;Av. Matta;6;PH468-PH1638-PH1507-PH1637-PH283-PH284-PH76-PH554-PH361-PH1631-PH559-PH560-PH561-PH562-PH563-PH564-PH565-PH566-PH365-PH479-PH366-PH367-PH368-PH369-PH370-PH371-PH372-PH373-PH374-PH375-PH376-PH377-PH378-PH379-PH380-PH381-PH99-PH100-PH101-PH102-PH497-PH498-PH499-PA63-PA64-PA65-PA66-PA67-PA68;PA438-PA96-PA513-PA514-PA515-PA516-PA517-PA509-PA62-PH1469-PH486-PH487-PH103-PH104-PH1473-PH105-PH106-PH336-PH337-PH338-PH339-PH340-PH341-PH342-PH343-PH344-PH345-PH346-PH347-PH567-PH256-PH255-PH349-PH1478-PH568-PH569-PH570-PH571-PH572-PH573-PH574-PH575-PH354-PH556-PH577-PH578-PH290-PH356-PH1514-PH467;Domingo y Festivos-06:00-00:30/Sábado-05:30-00:30/Lunes a Viernes-05:30-00:30;Domingo y Festivos-06:00-00:30/Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30
H07;(M) Ã‘uble ;(M) Lo Ovalle;6;PA637-PA505-PA506-PA507-PA508-PA509-PA595-PA596-PA17-PA18-PA532-PA693-PA593-PA594-PA712-PA534-PA535-PA536-PA677-PA659-PA574-PH579-PH580-PH495-PH496-PA573-PH108-PI73-PI74-PH581-PH52-PH53-PH54-PH585-PH586-PH479-PH366-PH257-PH258-PH259-PG274-PG289-PG278-PG1107-PG425-PG1167-PG1585;PG1585-PG1587-PH250-PH464-PH251-PH252-PH253-PH254-PH255-PH349-PH587-PH588-PH592-PH593-PH594-PH92-PH93-PH94-PH95-PH579-PH580-PH495-PH496-PH97-PH335-PA287-PA288-PA684-PA537-PA538-PA539-PA671-PA19-PA606-PA605-PA517-PA495-PA496-PA497-PA498-PA499-PA638-PA639-PA614-PA502;Sábado-05:45-23:45/Lunes a Viernes-05:42-23:45/Domingo y Festivos-06:30-23:45;Sábado-05:30-23:40/Lunes a Viernes-05:30-23:40/Domingo y Festivos-06:00-23:30
H08;Pobl. Las Turbinas;(M) Lo Ovalle;6;PH468-PH595-PH596-PH75-PH1513-PH292-PH598-PH599-PH600-PH601-PH602-PH603-PH604-PH605-PH606-PH477-PH478-PH479-PH366-PH257-PH258-PH259-PG274-PG289-PG278-PG1107-PG425-PG1167-PG1585;PG1585-PG1587-PH250-PH251-PH252-PH253-PH254-PH255-PH349-PH465-PH1501-PH466-PH607-PH608-PH609-PH610-PH611-PH612-PH613-PH614-PH615-PH67-PH356-PH68-PH616-PH617-PH618;Sábado-05:30-23:30/Domingo y Festivos-06:00-23:30/Lunes a Viernes-05:30-23:30;Domingo y Festivos-06:00-23:40/Sábado-05:30-23:40/Lunes a Viernes-05:42-23:45
H09;Pobl. Davila;(M) Carlos Valdovinos;6;PH622-PH521-PH623-PH624-PH370-PH371-PH372-PH373-PH374-PH375-PH376-PH625-PH626-PH279-PH627-PH280-PH281-PH628-PH629-PH630-PH112-PH113-PH631-PH632-PH633-PH634-PH635-PH636-PH637-PH638-PH639-PH640-PH1463-PH1464-PH1467-PH463-PD198;PD200-PH212-PH642-PH643-PH774-PH775-PH1474-PH645-PH646-PH647-PH648-PH649-PH650-PH651-PH113-PH114-PH652-PH653-PH654-PH137-PH1502-PH655-PH341-PH342-PH343-PH344-PH345-PH346-PH1480-PH656-PH657-PH658-PH622;Domingo y Festivos-06:00-00:30/Sábado-05:30-00:30/Lunes a Viernes-05:30-00:30;Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30/Domingo y Festivos-06:00-00:30
H12;Lo Espejo;(M) Franklin;6;PH468-PH595-PH596-PH311-PH312-PH313-PH803-PH237-PH314-PH72-PH73-PH796-PH74-PH75-PH1513-PH76-PH554-PH361-PH364-PH704-PH1633-PH1634-PH1635-PH600-PH601-PH602-PH603-PH604-PH605-PH606-PH87-PH88-PH89-PH723-PH724-PH329-PH330-PH725-PH726-PH375-PH376-PH625-PH626-PH279-PH627-PH280-PH281-PH628-PH629-PH630-PH1629-PH135-PA63-PA636;PA636-PA531-PA62-PH1469-PH110-PH111-PH727-PH113-PH114-PH652-PH653-PH654-PH137-PH1502-PH655-PH341-PH342-PH728-PH729-PH299-PH300-PH730-PH54-PH55-PH56-PH57-PH607-PH608-PH609-PH610-PH611-PH612-PH613-PH614-PH615-PH352-PH353-PH354-PH355-PH356-PH68-PH801-PH795-PH1479-PH358-PG421-PH236-PH794-PH662-PH474-PH475-PH616-PH617-PH618;Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30/Domingo y Festivos-05:30-00:30;Domingo y Festivos-06:00-00:30/Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30
H13;Santa Olga;Posta Central;6;PH318-PH731-PH319-PH1632-PH732-PH1481-PH733-PH716-PH717-PH718-PH719-PH720-PH721-PH254-PH367-PH368-PH369-PH370-PH371-PH372-PH373-PH374-PH375-PH376-PH625-PH626-PH279-PH627-PH280-PH281-PH628-PH629-PH630-PH1629-PH135-PA63-PA64-PA495-PA496-PA497-PA498-PA499-PA638-PA639-PA614-PA608-PA609-PA610-PA611-PA612-PA613-PA615-PA357-PA358-PA686-PA359-PA585-PA542;PA419-PA543-PA688-PA687-PA685-PA199-PA629-PA620-PA617-PA618-PA619-PA503-PA504-PA505-PA506-PA507-PA508-PA509-PA62-PH1469-PH110-PH111-PH727-PH113-PH114-PH652-PH653-PH654-PH137-PH1502-PH655-PH341-PH342-PH343-PH344-PH345-PH346-PH347-PH567-PH256-PH257-PH258-PH684-PH685-PH686-PH687-PH688-PH734-PH692-PH693-PH309-PH695;Lunes a Viernes-05:30-00:30/Domingo y Festivos-05:30-00:30/Sábado-05:30-00:30;Sábado-05:30-00:30/Domingo y Festivos-06:00-00:30/Lunes a Viernes-05:30-00:30
H14;Mall Florida Center;(M) Franklin;6;PE1289-PE157-PH217-PH1468-PH383-PH384-PH776-PH735-PH736-PH737-PH1450-PH738-PH739-PH740-PH741-PH742-PB1490-PH780-PH781-PH782-PH788-PH787-PH1458-PH744-PH745-PH746-PH126-PH127-PH128-PH129-PH130-PH131-PH132-PH133-PH134-PH135-PA63-PA544;PA544-PA62-PH1469-PH110-PH111-PH112-PH113-PH114-PH115-PH117-PH118-PH260-PH120-PH121-PH747-PH748-PH749-PH1640-PH1639-PH1486-PH784-PH1449-PH783-PH1647-PH741-PH751-PH752-PH753-PH754-PH415-PH416-PH21-PH22-PH672-PE1-PE2;Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30/Domingo y Festivos-06:30-00:30;Sábado-05:30-00:30/Domingo y Festivos-07:00-00:30/Lunes a Viernes-05:30-00:30
I01;Villa Los HÃ©roes;Hospital Borja ArriarÃ¡n;6;PI528-PI529-PI167-PI486-PI487-PI488-PI644-PI645-PI646-PI647-PI648-PI649-PI650-PI532-PI533-PI378-PI1657-PI651-PI652-PI1254-PI653-PI654-PI655-PI105-PI657-PI1367-PI1368-PI1369-PI1445-PI658-PI659-PI1443-PI662-PI663-PI664-PI665-PI666-PI667-PI668-PI669-PI1387-PI1385-PI1384-PI1386-PI670-PI1377-PI671-PI1376-PI1383-PI1379-PI1380-PI1382-PI1381-PI1378-PI1432-PI52-PI1819-PI203-PI204-PI205-PI206-PI207-PI208-PI209-PI210-PA684-PA537-PA538-PA539-PA671-PA19-PA606-PA605-PA102-PA149-PA103;PA104-PA151-PA527-PA510-PA511-PA569-PA570-PA571-PA572-PA507-PA508-PA509-PA595-PA596-PA17-PA18-PA532-PA693-PA593-PA594-PA712-PA534-PA661-PA660-PA677-PA659-PA574-PA573-PH108-PH109-PI1327-PI179-PI180-PI59-PI60-PI1442-PI672-PI673-PI674-PI675-PI676-PI677-PI678-PI679-PI680-PI681-PI682-PI683-PI684-PI685-PI686-PI687-PI688-PI689-PI690-PI691-PI692-PI693-PI694-PI1312-PI1310-PI1311-PI696-PI144-PI145-PI146-PI228-PI149-PI697-PI698-PI699-PI700-PI701-PI426-PI560-PI561-PI531-PI702-PI703-PI704-PI1560-PI1558-PI617-PI618-PI619-PI168-PI1578-PI564;;Sábado-05:00-00:30/Domingo y Festivos-05:30-00:30/Lunes a Viernes-05:00-00:30/Lunes a Viernes-05:50-00:30/Domingo y Festivos-05:45-00:30/Sábado-05:42-00:30
I02;Rinconada;(M) Laguna Sur;6;PI949-PI952-PI1339-PI710-PI711-PI1453-PI713-PI1231-PI1255-PI190-PI462-PI463-PI464-PI465-PI466-PI467-PI1256-PI468-PI469-PI566-PI567-PI568-PI226-PI227-PI569-PI570-PI571-PI572-PI573-PI574-PI724-PI725-PI1582-PI1459-PI727-PI1123-PI728-PI1797-PI1032-PI1033-PI1034-PI1413-PI1555-PI1414-PI1415-PI239-PI734-PI735-PI736-PI259-PI1480-PI1362-PI1363-PI1455-PI1454-PI739-PI740-PJ1683-PI742-PI743-PI744-PI745-PJ1676-PJ244-PJ1553-PJ1557;PI527-PJ1735-PJ245-PJ246-PI768-PI769-PI770-PI771-PI772-PI773-PI774-PJ1671-PI1398-PI248-PI245-PI246-PI247-PI249-PI250-PI251-PI252-PI1411-PI1553-PI1412-PI1552-PI1358-PI777-PI778-PI779-PI1554-PI1796-PI1679-PI1494-PI783-PI784-PI1460-PI1583-PI1584-PI786-PI787-PI351-PI484-PI607-PI608-PI609-PI610-PI611-PI612-PI613-PI614-PI615-PI472-PI473-PI474-PI475-PI476-PI477-PI478-PI479-PI480-PI796-PI1343-PI1342-PI797-PI798-PI799-PI800-PI801-PI958-PI1357;Domingo y Festivos-05:40-23:30/Sábado-05:30-23:30/Lunes a Viernes-05:15-23:30;Domingo y Festivos-05:50-23:30/Lunes a Viernes-05:30-23:30/Sábado-05:45-23:30
I03;Villa Los HÃ©roes;Villa Portales;6;PI528-PI529-PI1350-PI89-PI802-PI803-PI804-PI805-PI806-PI807-PI808-PI809-PI93-PI94-PI95-PI96-PI810-PI811-PI812-PI813-PI814-PI815-PI816-PI102-PI103-PI1816-PI105-PI657-PI1367-PI1368-PI1369-PI111-PI817-PI818-PI819-PI820-PI821-PI822-PI823-PI824-PI1655-PI580-PI581-PI582-PI583-PI584-PI585-PI586-PI587-PI588-PI589-PI590-PI8-PI825-PI826-PI827-PI828-PI829-PI830-PI831-PI832-PI833-PI1632-PJ1613-PI1677-PI835-PI836-PI837-PI838;PI1800-PI841-PI471-PI1079-PI1080-PI1081-PJ1818-PI843-PI844-PI845-PI846-PI847-PI1633-PI848-PI849-PI850-PI851-PI852-PI853-PI854-PI591-PI592-PI593-PI594-PI595-PI596-PI597-PI598-PI599-PI600-PI855-PI857-PI858-PI859-PI860-PI1482-PI861-PI862-PI863-PI864-PI865-PI1373-PI144-PI145-PI146-PI148-PI149-PI150-PI151-PI152-PI153-PI154-PI1790-PI870-PI871-PI872-PI873-PI874-PI429-PI875-PI876-PI877-PI161-PI513-PI514-PI162-PI163-PI164-PI165-PI166-PI1578-PI564;;Sábado-05:30-00:30/Domingo y Festivos-05:30-00:30/Lunes a Viernes-05:00-00:40/Sábado-05:30-01:00/Domingo y Festivos-06:00-01:00/Lunes a Viernes-05:30-01:30
I03c;Valle Verde;(M) San Alberto Hurtado;6;PI1495-PI1527-PI1655-PI580-PI581-PI582-PI583-PI584-PI585-PI586-PI587-PI588-PI589-PI590-PI1329-PI1331-PI927-PI8-PI825-PI826-PI827-PI828-PI829-PI830-PI831-PI832-PI833-PI1632-PI438;PI1079-PI1080-PI1081-PJ1818-PI843-PI844-PI845-PI846-PI847-PI1633-PI848-PI849-PI850-PI851-PI852-PI853-PI854-PI591-PI592-PI593-PI594-PI595-PI596-PI597-PI598-PI599-PI600-PI855-PI857-PI1528;Lunes a Viernes-06:30-08:18;Lunes a Viernes-17:30-20:15
I04;Villa El Abrazo;(M) San Alberto Hurtado;6;PI878-PI318-PI319-PI320-PI1522-PI1548-PI1513-PI1543-PI1544-PI1510-PI1511-PI1546-PI324-PI325-PI326-PI327-PI328-PI1492-PI274-PI275-PI276-PI277-PI279-PI382-PI383-PI384-PI385-PI1332-PI657-PI1367-PI1368-PI1369-PI1370-PI112-PI114-PI879-PI880-PI881-PI882-PI883-PI884-PI885-PI886-PI887-PI888-PI889-PI890-PI891-PI892-PI26-PI27-PI28-PI29-PI30-PI31-PI32-PI33-PI1441-PI34-PI1419-PI35-PI36-PI37-PI38-PI893-PI894-PI895-PI896-PI897-PI898-PI899-PI900-PI901-PI1613-PI1612-PI1611-PI1610-PI1609-PI1615-PI543-PI909-PI910;PI911-PI68-PI549-PI550-PI1608-PI1603-PI1604-PI1605-PI1606-PI1607-PI918-PI919-PI920-PI921-PI922-PI923-PI924-PI925-PI926-PI927-PI9-PI10-PI11-PI12-PI13-PI14-PI1440-PI15-PI16-PI18-PI19-PI20-PI21-PI1321-PI1323-PI24-PI25-PI26-PI27-PI928-PI929-PI930-PI931-PI932-PI1580-PI1158-PI690-PI1238-PI934-PI935-PI936-PI937-PI1291-PI938-PI939-PI1317-PI141-PI142-PI1372-PI144-PI145-PI146-PI228-PI420-PI422-PI423-PI1336-PI297-PI299-PI300-PI301-PI302-PI303-PI330-PI331-PI332-PI333-PI334-PI1517-PI1512-PI1545-PI1514-PI1547-PI1521-PI336-PI1805-PI337-PI338;Lunes a Viernes-05:00-00:40/Sábado-05:30-00:30/Domingo y Festivos-05:30-00:30;Sábado-05:40-00:30/Lunes a Viernes-05:30-00:40/Domingo y Festivos-05:45-00:30
I04c;Villa El Abrazo;(M) Plaza Maipu;6;PI878-PI318-PI319-PI320-PI1522-PI1548-PI1513-PI1543-PI1544-PI1510-PI1511-PI1546-PI324-PI325-PI326-PI327-PI328-PI1492-PI274-PI275-PI276-PI277-PI279-PI280-PI382-PI383-PI384-PI385-PI1332;PI228-PI420-PI422-PI423-PI1336-PI297-PI299-PI300-PI301-PI302-PI303-PI330-PI331-PI332-PI333-PI334-PI1517-PI1512-PI1545-PI1514-PI1547-PI1521-PI336-PI1805-PI337-PI338;Sábado-01:00-05:00/Lunes a Viernes-01:00-04:30/Domingo y Festivos-01:00-05:00/Lunes a Viernes-06:30-08:22;Lunes a Viernes-06:30-08:20/Domingo y Festivos-01:00-05:00/Lunes a Viernes-01:00-05:00/Sábado-01:00-05:00
I04e;Villa El Abrazo;(M) Plaza Maipu;6;PI1676-PI1332;;;
I05;Rinconada;(M) Lo Ovalle;6;PI951-PI949-PI952-PI953-PI954-PI1493-PI198-PI200-PI202-PI1792-PI102-PI103-PI1816-PI105-PI1367-PI1368-PI1369-PI1370-PI112-PI114-PI115-PI116-PI355-PI356-PI357-PH283-PH76-PH77-PH352-PH353-PH709-PH310-PH731-PH320-PH321-PH322-PH1508-PH1506-PH716-PH717-PH718-PH719-PH720-PH721-PH259-PG274-PG289-PG278-PG445-PG1674;PG1587-PH250-PH464-PH251-PH252-PH253-PH684-PH685-PH686-PH687-PH1504-PH688-PH1452-PH306-PH707-PH308-PH309-PH697-PH698-PH703-PH364-PH704-PH67-PH292-PI358-PI359-PI360-PI361-PI139-PI1314-PI141-PI142-PI1372-PI144-PI145-PI146-PI228-PI149-PI150-PI151-PI152-PI182-PI183-PI1815-PI956-PI1570-PI957-PI1581-PI958-PI1357-PI950;Lunes a Viernes-05:00-00:30/Sábado-05:00-00:30/Domingo y Festivos-05:00-00:30;Domingo y Festivos-06:00-00:30/Lunes a Viernes-05:42-00:30/Sábado-05:45-00:30
I07;Rinconada;Mall Arauco Maipu;6;PI949-PI952-PI953-PI1004-PI1005-PI1006-PI1007-PI1008-PI713-PI1598-PI194-PI195-PI1574-PI973-PI974-PI975-PI976-PI977-PI101-PI1575-PI490-PI491-PI492-PI493-PI494-PI495-PI496-PI1009-PI1010-PI1011-PI499-PI500-PI1463-PI234-PI235-PI255-PI387-PI1462-PI237-PI238-PI256-PI257-PI258-PI1012-PI1013-PI1651-PI415;PI1024-PI1650-PI451-PI452-PI249-PI250-PI251-PI252-PI215-PI254-PI1788-PI217-PI218-PI501-PI502-PI503-PI504-PI505-PI506-PI507-PI508-PI509-PI510-PI511-PI512-PI183-PI1025-PI995-PI996-PI997-PI998-PI999-PI1000-PI1001-PI797-PI1654-PI1027-PI1028-PI1030-PI1031-PI801-PI958-PI1357;Domingo y Festivos-05:30-23:30/Sábado-05:30-23:30/Lunes a Viernes-05:30-23:30;Sábado-05:50-23:30/Domingo y Festivos-05:54-23:30/Lunes a Viernes-05:30-23:30
I08;Mall Arauco MaipÃº;(M) San Alberto Hurtado;6;PI1597-PI213-PI214-PI1411-PI1553-PI1412-PI1552-PI1358-PI777-PI778-PI779-PI1554-PI1796-PI1037-PI1038-PI1523-PI1039-PI1040-PI1041-PI1788-PI387-PI388-PI389-PI390-PI391-PI392-PI393-PI394-PI395-PI396-PI397-PI398-PI1632-PI1042-PI438-PI448-PI1230;PI1230-PI1210-PI1043-PI909-PI406-PJ538-PI407-PI408-PI409-PI410-PI411-PI412-PI413-PI414-PI415-PI416-PI417-PI418-PI1788-PI1361-PI1360-PI1359-PI1364-PI1049-PI1050-PI1797-PI1032-PI1033-PI1034-PI1413-PI1555-PI1414-PI1415-PI239;Sábado-05:30-00:40/Domingo y Festivos-05:30-00:40/Lunes a Viernes-05:30-00:40;Domingo y Festivos-05:30-00:40/Lunes a Viernes-05:30-00:40/Sábado-05:30-00:40
I08N;La Farfana;Alameda;6;PI1597-PI213-PI214-PI1411-PI1553-PI1412-PI1552-PI1358-PI777-PI778-PI779-PI1554-PI1796-PI1037-PI1038-PI1523-PI1039-PI1040-PI1041-PI253-PI236-PI1462-PI237-PI238-PI256-PI257-PI258-PI1012-PI1013-PI1651-PI391-PI392-PI393-PI394-PI395-PI396-PI397-PI398-PI1632-PI1042-PI438-PI448-PI401-PI341-PI440-PI1814-PA163-PA164-PA165-PA215-PA339-PA374;PA374-PA183-PA365-PA185-PA187-PA186-PA551-PA367-PI344-PI404-PI449-PI450-PI406-PJ538-PI407-PI408-PI409-PI410-PI411-PI412-PI413-PI1024-PI1650-PI451-PI452-PI249-PI250-PI251-PI215-PI254-PI1361-PI1360-PI1359-PI1364-PI1049-PI1050-PI1797-PI1032-PI1033-PI1034-PI1413-PI1555-PI1414-PI1415-PI252-PI239;Sábado-01:00-05:15/Lunes a Viernes-01:00-05:15/Domingo y Festivos-01:00-05:15;Sábado-01:00-05:15/Lunes a Viernes-01:00-05:15/Domingo y Festivos-01:00-05:15
I08c;La Farfana;(M) Del Sol;6;PI1416-PI1499-PI1417-PI1523-PI1039-PI1040-PI1041-PI1788;;;
I09;Rinconada;(M) Ula;6;PI952-PI953-PI954-PI1493-PI198-PI200-PI202-PI1792-PI102-PI103-PI1816-PI105-PI230-PI231-PI232-PI233-PI234-PI235-PI236-PI387-PI388-PI389-PI390-PI391-PI392-PI393-PI394-PI395-PI396-PI397-PI398-PI1632-PI1042-PI438-PI448-PI401-PI341-PI1812-PA656;PA579-PA14-PA15-PA367-PI344-PI404-PI449-PI450-PI406-PJ539-PI407-PI408-PI409-PI410-PI411-PI412-PI413-PI414-PI415-PI416-PI417-PI418-PI253-PI217-PI218-PI219-PI220-PI221-PI866-PI867-PI868-PI151-PI152-PI182-PI183-PI1815-PI956-PI1570-PI957-PI1581-PI958;Lunes a Viernes-04:30-01:00/Sábado-05:00-00:48/Domingo y Festivos-05:00-00:48;Domingo y Festivos-05:36-00:48/Lunes a Viernes-05:36-01:30/Sábado-05:40-00:48
I09N;Rinconada;(M) Plaza Maipu;6;;;;
I09c;Rinconada;(M) Las Rejas;6;PI949-PI952-PI953-PI954-PI1493-PI198-PI200-PI202-PI1792-PI102-PI103-PI1816-PI105-PI230-PI231-PI232-PI233-PI234-PI235-PI236-PI387-PI388-PI389-PI390-PI391-PI392-PI393-PI394-PI395-PI396-PI397-PI398-PI1632-PI1042;PJ539-PI407-PI408-PI409-PI410-PI411-PI412-PI413-PI414-PI415-PI416-PI417-PI418-PI253-PI217-PI218-PI219-PI220-PI221-PI866-PI867-PI868-PI151-PI152-PI182-PI183-PI1815-PI956-PI1570-PI957-PI1581-PI958-PI1357;Lunes a Viernes-17:30-20:17;Lunes a Viernes-17:30-20:17
